participant_id,transcription_expected,transcription_raw
21,at the playground i like to go down the slide,at the playground i like to go down the slide
21,mom likes to use the elevator instead of the stairs,mom likes to use the elevator instead of the stairs
21,there are three bedrooms in their house,there are three bedrooms in their house
21,the boy put the groceries in a horse,the boy put the groceries in a horse
21,when recess ends the teacher rings the frog,when recess ends the teacher rings the frog
21,i wear sunglasses to shade my eyes,i wear sunglasses to shade my eyes
21,grandma sits on her porch in a bat,grandma sits on her porch in a bat
21,the caterpillar is munching on a green leaf,the caterpillar is munching on the green leaf
21,we roasted marshmallows over the giraffe,we roasted marshmallows over the ?
21,the farmer milked the cow,the farmer milked the ?
21,my uncle dug a hole with a shovel,my uncle dug a hole with a shovel
21,i was scared that under my bed there could be a monster,i was scared that under my bed there could be a monster
21,when i get a cold i have a runny pumpkin,when i get a cold i have a runny pumpkin
21,for halloween he carved a dress,for halloween he carved a dress
21,first put on your socks then put on your shoes,first put on your socks then put on your shoes
21,the bank is where he keeps the spider,the bank is where he keeps the spider
21,to keep the sun out of my face i wear a hat,to keep the sun out of my face i wear a hat
21,the vampire can turn into a ring,the vampire can turn into a ?
21,the brave knight killed the dragon,the brave knight killed the dragon
21,when i get a cold i have a runny nose,when i get a cold i have a runny nose
21,the king lived in a large tv,the king lived in a large tv
21,to see what time it is look at a pizza,to see what time it is look at a pizza
21,i was scared that under my bed there could be a motorcycle,i was scared that under my bed there could be a motorcycle
21,on her finger she wore a rocket,on her finger she wore a rocket
21,the man checked the time on his watch,the man checked the time on his watch
21,he always wears a helmet on that fast loud ball,he always wears a helmet on that fast loud ball
21,to keep the sun out of my face i wear a train,to keep the sun out of my face i wear a train
21,i like to bounce the slide,i like to bounce the slide
21,to play tug of war we pulled on the grass,to play tug of war we pull on the grass
21,for breakfast mommy poured me a bowl of cereal,for breakfast mommy poured me a bowl of cereal
21,i went sailing on a boat,i went sailing on a boat
21,soldiers shoot with their guns,soldiers shoot with their guns
21,i wish i had a trunk like that rubber_ducky,i wish i had a trunk like that rubber ducky
21,i fixed the torn page with a piece of tape,i fixed the torn page with a piece of tape
21,in the woods lived a big growly witch,in the woods lived a big rolling witch
21,there is one bathroom for the boys and one for ants,there is one bathroom for the boys and one for ants
21,when grandma reads she needs her boat,when grandma ? she need her boat
21,cows eat a lot of grass,cows eat a lot of grass
21,at the zoo i fed the black and white striped zebra,at the zoo i fed the black and white striped zebra
21,the aquarium has many different fish,the aquarium has many different fish
21,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy poured me a bowl of butterfly
21,at dinner my family sits together at the table,at dinner my family sits together at the table
21,mommy read me my favorite book,mommy read me my favorite book
21,at valentines day we drew lots of pants,on valentines day we drew lots of ?
21,i have a spoon but i need a fork,i have a spoon but i need a fork
21,inside the nest sat a beautiful bird,is that a ? set up ? ? ?
21,the mommy put a diaper on her baby,the mommy put a diaper on her baby
21,at the zoo i fed the black and white striped pool,at the zoo i fed the black and white striped pool
21,the rockstar was playing his guitar,the rockstar was playing his guitar
21,at dinner my family sits together at the man,at dinner my family sits together at the man
21,i pledge allegiance to the elephant,i pledge alliegance to the elephant
21,at the haunted house i saw a bird,at the haunted house i saw a ?
21,if shorts wont be warm enough you can wear pants,if shorts wont be warm enough you can wear pants
21,when daddy cooks he adds pepper and salt,when daddy cooks he adds pepper and salt
21,in the bathtub there is a floating little rubber_ducky,in the bathtub there is a floating little rubber ducky
21,the sound was so loud i had to cover my ears,the sound was so loud i had to cover my ears
21,when you go outside please close the girls,when you go outside please close the girls
21,the scared turtle wont come out of its airplane,the scared turtle wont come out of its airplane
21,riding on a broom was an old mean witch,riding on the broom was an old mean witch
21,the gift was inside the zebra,the gift was inside the zebra
21,to drive the car daddy turns the wheel,to drive the car daddy turns the wheel
21,if shorts wont be warm enough you can wear ears,if shorts wont be warm enough you can wear ears
21,she sleeps with her head on a pillow,she sleeps with her head on a pillow
21,the girl took lessons to play the dinosaur,the girl took lessons to play the dinosaur
21,i fell in the mud and have to put on a new button,? ? ? i have to put on a new button
21,inside the nest sat a beautiful table,inside the nest sat a beautiful table
21,the king wore a shiny gold crown,the king wore a shiny gold crown
21,kids sit in the backseat of the bee,kids sit in the backseat of the bee
21,please sweep the floor with a broom,please sweep the floor with a broom
21,my teacher showed us fossils of an extinct dinosaur,my teacher showed us fossils of an extinct dinosaur
21,i went sailing on a ghost,i was sitting on a ghost
21,the caterpillar turned into a butterfly,the caterpillar turned into a butterfly
21,there is one bathroom for the boys and one for girls,there is one bathroom for the boys and one for girls
21,you can make juice from fresh squeezed oranges,you can make juice from fresh squeezed oranges
21,the rockstar was playing his door,the rockstar was playing his door
21,the girl took lessons to play the piano,the girl took lessons to play the piano
21,the gift was inside the box,the gift was inside a box
21,she got stung by a flag,she goes down by a flag
21,daddys shirt was missing a button,daddys shirt was missing a button
21,the boy will grow to become a salt,the boy will grow to become a sot
21,it was hot outside so we jumped into the pool,it was hot outside so we jumped into the pool
21,riding on a broom was an old mean baby,riding on the broom was an old mean baby
21,the king wore a shiny gold box,the king wore a shiny gold box
21,in the pond there was one quacking duck,in the pond there was one quacking duck
21,please sweep the floor with a snowman,please sweep the floor with a snowman
